source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,branch_codes,branch_titles,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status,row_count_num,audit_reason,audit_decision,audit_correct_kind,audit_correct_codes,audit_notes
fsq,"[Health and Medicine > Veterinarian, Community and Government > Residential Building > Apartment or Condo]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,human health activities,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Business and Professional Services > Health and Beauty Service, Business and Professional Services > Health and Beauty Service > Spa, Health and Medicine > Medical Center]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Beauty/spa branch captures one component of a mixed source value containing a distinct medical/retail activity.
fsq,"[Retail > Fashion Retail > Clothing Store, Event > Marketplace, Retail > Pop-Up Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Health and Medicine > Hospital, Community and Government > Education > College and University]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Hospital branch captures one label but the combined value contains another distinct activity.
fsq,"[Landmarks and Outdoors > Waterfront, Landmarks and Outdoors > Scenic Lookout, Landmarks and Outdoors > Park]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Waterfront, Landmarks and Outdoors Scenic Lookout, Landmarks and Outdoors Park",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Dining and Drinking > Dessert Shop, Dining and Drinking > Food Stand, Dining and Drinking > Snack Place]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Community and Government > Government Building, Business and Professional Services > Office, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,general public administration activities,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Retail > Sporting Goods Retail > Golf Store, Retail > Fashion Retail > Clothing Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Business and Professional Services > Office, Business and Professional Services > Business Center, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Business and Professional Services Office, Business and Professional Services Business Center, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Health and Medicine > Hospital, Dining and Drinking > Food Truck, Dining and Drinking > Restaurant > Asian Restaurant]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Hospital branch captures one label but the combined value contains another distinct activity.
fsq,"[Dining and Drinking > Breakfast Spot, Dining and Drinking > Snack Place, Dining and Drinking > Food Court]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Dining and Drinking > Night Market, Retail > Flea Market, Retail > Food and Beverage Retail > Farmers Market]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ;LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Food-service branch captures one component of a mixed Foursquare source value.
osm,shop=convenience | office=telecommunication,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:osm:shop=convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Multiple OSM activity tags are present; the exact proposal represents only one of them.
osm,leisure=fishing,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,fishing leisure,,,SUBTREE,031,031|0311|03119|03120|0312,"Fishing || Marine fishing || Marine fishing, n.e.c. || Freshwater fishing || Freshwater fishing",0.918652|0.533896|0.486388|0.484875|0.484875,0.918652,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,WRONG_CODE,REVIEW,,"Leisure fishing is recreation, not commercial fishing."
osm,amenity=pharmacy | shop=general,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:osm:amenity=pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Pharmacy branch captures one tag while shop=general indicates a broader/different retail activity.
osm,office=Technology_&_Telecommunications,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,technology & telecommunications professional service activities,,,SUBTREE,61,61|6120|612|61209|N,"Telecommunications || Telecommunication reselling activities and intermediation service activities for telecommunication || Telecommunication reselling activities and intermediation service activities for telecommunication || Telecommunication reselling activities and intermediation service activities for telecommunication, n.e.c. || Professional, Scientific, and Technical Activities",0.548099|0.293814|0.293814|0.287917|0.287074,0.548099,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,The office category spans technology and telecommunications; telecommunications alone is narrower than the source.
osm,shop=trade | craft=roofer,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale trade,47,Retail Trade,SUBTREE,47,47|4721|47217|47761|47219,"Retail Trade || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.687212|0.485936|0.457609|0.450661|0.438004,0.687212,semantic:osm:shop;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Retail trade captures the shop tag but omits the distinct craft/service activity.
osm,amenity=cafe | shop=shoes,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,operation of cafes or coffee shops,563,Beverage serving activities,EXACT,56302,56302|56303|56301|56304|5630,"Operation of cafés or coffee shops || Activities of tea shops || Operation of nightclubs, bars and cocktail lounges || Activities of beverage stands, kiosks and counters || Beverage serving activities",0.784830|0.296045|0.107429|0.008501|0.004505,0.784830,semantic:osm:amenity=cafe;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Multiple OSM activity tags are present; the exact proposal represents only one of them.
osm,amenity=marketplace | shop=trade,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale trade,47,Retail Trade,SUBTREE,47,47|4721|47217|47761|47219,"Retail Trade || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.687212|0.485936|0.457609|0.450661|0.438004,0.687212,semantic:osm:shop;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,47,Semantically defensible at the proposed PSIC hierarchy level.
osm,amenity=cafe | shop=food,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,operation of cafes or coffee shops,563,Beverage serving activities,EXACT,56302,56302|56303|56301|56304|5630,"Operation of cafés or coffee shops || Activities of tea shops || Operation of nightclubs, bars and cocktail lounges || Activities of beverage stands, kiosks and counters || Beverage serving activities",0.784830|0.296045|0.107429|0.008501|0.004505,0.784830,semantic:osm:amenity=cafe;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Multiple OSM activity tags are present; the exact proposal represents only one of them.
osm,amenity=food_court | shop=convenience,1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:osm:shop=convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Multiple OSM activity tags are present; the exact proposal represents only one of them.
